id,seller_id,contact_id,contact_warehouse_id,visit_type,latitude_checkin,longitude_checkin,latitude_checkout,longitude_checkout,test,distance,checkin_date,checkout_date,observation,photo,checkout_ok,created_at,updated_at,sales_management,collection,training
506,46,1912,1887,847,3.4418731,-76.5024436,3.4418731,-76.5024436,0,8518893,2020-07-23 13:51:20,2020-07-23 13:52:41,,,SI,2020-07-23 13:51:20,2020-07-23 13:52:41,t,f,f
507,46,1345,1317,847,3.4418583,-76.5024338,3.4418836,-76.5024477,0,8518892,2020-07-23 13:52:53,2020-07-23 13:58:24,,,SI,2020-07-23 13:52:53,2020-07-23 13:58:24,t,f,f
508,46,7729,7966,847,3.4418836,-76.5024477,3.4419758,-76.5024952,0,8518893,2020-07-23 13:58:50,2020-07-23 14:09:50,,,SI,2020-07-23 13:58:50,2020-07-23 14:09:50,t,f,f
509,21,2685,2664,847,4.144388,-73.6316609,4.144419,-73.6317793,0,8201411,2020-07-23 14:15:30,2020-07-23 14:18:10,,,SI,2020-07-23 14:15:30,2020-07-23 14:18:10,t,f,f
504,40,947,919,847,5.6085567,-73.8247683,5.608525,-73.824695,0,8226760,2020-07-23 13:18:53,2020-07-23 14:20:38,,,SI,2020-07-23 13:18:53,2020-07-23 14:20:38,f,t,f
510,40,947,919,847,5.608525,-73.824695,5.6086033,-73.8247417,0,8226752,2020-07-23 14:20:51,2020-07-23 14:22:17,,,SI,2020-07-23 14:20:51,2020-07-23 14:22:17,t,f,f
511,40,327,295,847,5.6086033,-73.8247417,5.60856,-73.8247283,0,8226758,2020-07-23 14:22:27,2020-07-23 14:35:31,,,SI,2020-07-23 14:22:27,2020-07-23 14:35:31,t,f,f
487,78,79,54,847,6.1748739,-75.575568,6.1748995,-75.5755793,0,8422283,2020-07-22 22:29:32,2020-07-28 22:16:24,,,SI,2020-07-22 22:29:32,2020-07-28 22:16:24,t,t,t
512,21,2316,2292,847,4.1360843,-73.6304106,4.1360816,-73.6304582,0,8201253,2020-07-23 14:28:57,2020-07-23 14:29:10,se entrega pedido de Autopartes,,SI,2020-07-23 14:28:57,2020-07-23 14:29:10,t,f,f
514,34,2021,1995,847,3.4361732,-76.5125805,3.4361985,-76.5125464,0,8520010,2020-07-23 14:34:19,2020-07-23 14:34:26,,,SI,2020-07-23 14:34:19,2020-07-23 14:34:26,t,f,f
515,34,829,801,847,3.4362257,-76.5125554,3.4362257,-76.5125554,0,8520008,2020-07-23 14:34:40,2020-07-23 14:34:42,,,SI,2020-07-23 14:34:40,2020-07-23 14:34:42,t,f,f
516,40,327,295,847,5.60856,-73.8247283,5.6084956,-73.82468,0,8226756,2020-07-23 14:35:41,2020-07-23 14:38:24,,,SI,2020-07-23 14:35:41,2020-07-23 14:38:24,t,f,f
513,21,2716,2695,847,4.1360567,-73.6301668,4.1362231,-73.6301723,0,8201226,2020-07-23 14:32:22,2020-07-23 14:42:02,se vende producto ACDelco,,SI,2020-07-23 14:32:22,2020-07-23 14:42:02,t,f,f
518,21,1943,1918,847,4.1398402,-73.6322954,4.1398533,-73.6323717,0,8201471,2020-07-23 14:57:31,2020-07-23 14:58:14,cliente nos programa pago de facturas pendientes para el día martes en la tarde,,SI,2020-07-23 14:57:31,2020-07-23 14:58:14,f,t,f
519,21,1355,1327,847,4.1382083,-73.6208783,4.1382083,-73.6208635,0,8200199,2020-07-23 15:15:46,2020-07-23 15:16:19,cliente nos programa pago para el día martes en la tarde,,SI,2020-07-23 15:15:46,2020-07-23 15:16:19,f,t,f
520,21,1777,1751,847,4.1351525,-73.6167826,4.1351883,-73.616765,0,8199738,2020-07-23 15:49:30,2020-07-23 15:49:54,cliente abona $300.000 a cartera pendiente,,SI,2020-07-23 15:49:30,2020-07-23 15:49:54,f,t,f
521,21,1724,1698,847,4.1351917,-73.6167667,4.1351917,-73.6167667,0,8199736,2020-07-23 15:50:06,2020-07-23 15:50:35,,,SI,2020-07-23 15:50:06,2020-07-23 15:50:35,t,f,f
522,21,1724,1698,847,4.1351917,-73.6167667,4.1351917,-73.6167667,0,8199736,2020-07-23 15:50:51,2020-07-23 15:51:01,,,SI,2020-07-23 15:50:51,2020-07-23 15:51:01,t,f,f
523,21,22,12,847,4.1352191,-73.6166622,4.1351824,-73.6167266,0,8199725,2020-07-23 15:56:59,2020-07-23 15:58:27,,,SI,2020-07-23 15:56:59,2020-07-23 15:58:27,t,f,f
524,38,1937,1912,847,4.097916,-73.6502878,,,0,8203372,2020-07-23 15:58:37,,,,NO,2020-07-23 15:58:37,2020-07-23 15:58:37,t,f,f
526,21,1724,1698,847,4.1352384,-73.6167182,4.135223,-73.6167104,0,8199731,2020-07-23 15:58:41,2020-07-23 16:00:36,se vende producto GULF,,SI,2020-07-23 15:58:41,2020-07-23 16:00:36,t,f,f
525,38,1937,1912,847,4.097916,-73.6502878,4.0979013,-73.6502763,0,8203372,2020-07-23 15:58:39,2020-07-23 16:06:04,,,SI,2020-07-23 15:58:39,2020-07-23 16:06:04,t,f,f
527,34,2898,2877,847,3.392696,-76.5385902,3.392696,-76.5385902,0,8522833,2020-07-23 16:08:58,2020-07-23 16:09:13,,,SI,2020-07-23 16:08:58,2020-07-23 16:09:13,t,f,f
528,21,2993,2972,847,4.1350668,-73.6154308,4.1347916,-73.6155109,0,8199587,2020-07-23 16:09:37,2020-07-23 16:12:50,cliente me dice que nos programa pago para la próxima semana,,SI,2020-07-23 16:09:37,2020-07-23 16:12:50,f,t,f
529,46,1492,1464,847,3.4462161,-76.5035956,3.4462161,-76.5035956,0,8519028,2020-07-23 16:13:55,2020-07-23 16:14:58,,,SI,2020-07-23 16:13:55,2020-07-23 16:14:58,t,f,f
531,21,762,734,847,4.1353072,-73.6151924,4.1351734,-73.6152613,0,8199562,2020-07-23 16:42:57,2020-07-23 16:48:22,cliente nos programa pago de factura para la próxima semana,,SI,2020-07-23 16:42:57,2020-07-23 16:48:22,f,t,f
532,34,2075,2050,847,3.4070091,-76.520643,3.4070091,-76.520643,0,8520861,2020-07-23 16:59:37,2020-07-23 16:59:40,,,SI,2020-07-23 16:59:37,2020-07-23 16:59:40,t,f,f
533,21,2262,2238,847,4.1328083,-73.6095367,4.1328344,-73.6095192,0,8198928,2020-07-23 17:02:11,2020-07-23 17:02:31,cliente abona $300.000 a cartera pendiente,,SI,2020-07-23 17:02:11,2020-07-23 17:02:31,f,t,f
534,34,2966,2945,847,3.4099055,-76.5175466,3.4099335,-76.5174627,0,8520521,2020-07-23 17:06:34,2020-07-23 17:06:36,,,SI,2020-07-23 17:06:34,2020-07-23 17:06:36,t,f,f
517,40,327,295,847,5.6084917,-73.8246767,5.6227288,-73.8085934,0,8226750,2020-07-23 14:38:35,2020-07-23 17:38:29,,,SI,2020-07-23 14:38:35,2020-07-23 17:38:29,t,f,f
530,46,1492,1464,847,3.4462161,-76.5035956,3.4462317,-76.503636,0,8519028,2020-07-23 16:15:17,2020-07-23 19:05:09,,,SI,2020-07-23 16:15:17,2020-07-23 19:05:09,t,f,f
536,46,2882,2861,847,3.4461876,-76.5035906,3.4461841,-76.5036718,0,8519027,2020-07-23 19:05:52,2020-07-23 19:10:52,,,SI,2020-07-23 19:05:52,2020-07-23 19:10:52,t,f,f
537,46,2635,2614,847,3.4461736,-76.5036108,3.4439408,-76.4928823,0,8519029,2020-07-23 19:11:24,2020-07-24 08:09:44,,,SI,2020-07-23 19:11:24,2020-07-24 08:09:44,t,f,f
538,46,142,112,847,3.4439396,-76.4928778,3.4439348,-76.4928792,0,8517833,2020-07-24 08:09:52,2020-07-24 08:09:55,,,SI,2020-07-24 08:09:52,2020-07-24 08:09:55,t,f,f
539,38,39,23,847,4.1443881,-73.6316696,4.1443881,-73.6316696,0,8201412,2020-07-24 08:25:39,2020-07-24 08:29:15,,,SI,2020-07-24 08:25:39,2020-07-24 08:29:15,t,f,f
541,46,757,729,847,3.4461374,-76.5035763,,,0,8519025,2020-07-24 09:22:46,,,,NO,2020-07-24 09:22:46,2020-07-24 09:22:46,t,f,f
542,21,22,12,847,4.1440608,-73.6314648,4.1448311,-73.6320309,0,8201388,2020-07-24 09:44:35,2020-07-24 11:03:41,,,SI,2020-07-24 09:44:35,2020-07-24 11:03:41,t,f,f
543,46,2237,2213,847,3.5831143,-76.4875373,3.5831237,-76.4875387,0,8517461,2020-07-24 11:03:32,2020-07-24 11:06:05,,,SI,2020-07-24 11:03:32,2020-07-24 11:06:05,t,f,f
544,21,1091,1063,847,4.1446664,-73.6319223,4.1442179,-73.6315379,0,8201440,2020-07-24 11:04:01,2020-07-24 11:09:53,,,SI,2020-07-24 11:04:01,2020-07-24 11:09:53,t,f,f
546,46,690,661,847,3.5831375,-76.4875314,3.5831191,-76.4875427,0,8517461,2020-07-24 11:32:43,2020-07-24 11:42:35,,,SI,2020-07-24 11:32:43,2020-07-24 11:42:35,t,f,f
547,46,3131,3111,847,3.583122,-76.4875444,3.5825424,-76.4881895,0,8517462,2020-07-24 11:42:46,2020-07-24 12:15:28,,,SI,2020-07-24 11:42:46,2020-07-24 12:15:28,t,f,f
545,21,1091,1063,847,4.144351,-73.6306248,4.1443733,-73.6316712,0,8201295,2020-07-24 11:10:39,2020-07-24 12:43:16,,,SI,2020-07-24 11:10:39,2020-07-24 12:43:16,t,f,f
549,21,1697,1670,847,4.1442877,-73.6317409,4.1441852,-73.6319332,0,8201419,2020-07-24 12:43:25,2020-07-24 12:44:35,,,SI,2020-07-24 12:43:25,2020-07-24 12:44:35,t,f,f
540,38,39,23,847,4.1443923,-73.6316713,4.1443808,-73.6317099,0,8201412,2020-07-24 08:29:26,2020-07-24 13:22:29,,,SI,2020-07-24 08:29:26,2020-07-24 13:22:29,t,f,f
550,38,39,23,847,4.1443838,-73.6317148,,,0,8201417,2020-07-24 13:22:47,,,,NO,2020-07-24 13:22:47,2020-07-24 13:22:47,t,f,f
554,2427,2353,2329,847,0,0,,,0,0,2020-07-24 13:30:36,,,,NO,2020-07-24 13:30:36,2020-07-24 13:30:36,t,f,f
558,68,716,687,847,0,0,,,0,0,2020-07-24 14:00:36,,,,NO,2020-07-24 14:00:36,2020-07-24 14:00:36,t,f,f
548,46,15,7940,847,3.5825424,-76.4881895,3.5827062,-76.4882582,0,8517533,2020-07-24 12:15:53,2020-07-24 14:10:21,,,SI,2020-07-24 12:15:53,2020-07-24 14:10:21,t,f,f
559,46,2635,2614,847,3.5827215,-76.4882314,3.5825167,-76.4882642,0,8517538,2020-07-24 14:10:30,2020-07-24 14:29:39,,,SI,2020-07-24 14:10:30,2020-07-24 14:29:39,t,f,f
561,7,2807,2786,847,0,0,0,0,0,0,2020-07-24 14:27:28,2020-07-24 14:30:41,,,SI,2020-07-24 14:27:28,2020-07-24 14:30:41,t,f,f
562,34,2903,2882,847,3.3940595,-76.5480017,3.3940595,-76.5480017,0,8523881,2020-07-24 14:32:09,2020-07-24 14:32:13,,,SI,2020-07-24 14:32:09,2020-07-24 14:32:13,t,f,f
563,7,2538,2516,847,0,0,0,0,0,0,2020-07-24 14:39:29,2020-07-24 14:44:56,,,SI,2020-07-24 14:39:29,2020-07-24 14:44:56,t,f,f
564,7,1758,1732,847,0,0,,,0,0,2020-07-24 14:45:05,,,,NO,2020-07-24 14:45:05,2020-07-24 14:45:05,t,f,f
556,21,1659,1632,847,4.1443221,-73.6319058,4.1362197,-73.6301474,0,8201438,2020-07-24 13:42:03,2020-07-24 15:04:33,,,SI,2020-07-24 13:42:03,2020-07-24 15:04:33,t,f,f
565,21,2716,2695,847,4.1364825,-73.6294263,4.1363439,-73.6300517,0,8201144,2020-07-24 15:04:47,2020-07-24 15:04:59,cliente nos cancela factura pendiente,,SI,2020-07-24 15:04:47,2020-07-24 15:04:59,f,t,f
566,34,1095,1067,847,3.3927347,-76.5466639,3.3912635,-76.5496,0,8523730,2020-07-24 15:06:06,2020-07-24 15:25:42,,,SI,2020-07-24 15:06:06,2020-07-24 15:25:42,t,f,f
535,40,327,295,847,5.6252849,-73.8024042,5.5206135,-73.3650432,0,8224335,2020-07-23 17:39:28,2020-07-27 10:07:49,,,SI,2020-07-23 17:39:28,2020-07-27 10:07:49,t,f,f
569,34,1938,1913,847,3.3915109,-76.549607,3.3915135,-76.5495917,0,8524056,2020-07-24 15:26:06,2020-07-24 15:26:08,,,SI,2020-07-24 15:26:06,2020-07-24 15:26:08,t,f,f
568,38,783,755,847,4.127882,-73.6383518,4.127882,-73.6383518,0,8202115,2020-07-24 15:09:33,2020-07-24 15:37:21,,,SI,2020-07-24 15:09:33,2020-07-24 15:37:21,t,f,f
574,46,2884,2863,847,3.5825175,-76.4882638,3.5825175,-76.4882638,0,8517541,2020-07-24 15:49:21,2020-07-24 15:50:08,,,SI,2020-07-24 15:49:21,2020-07-24 15:50:08,t,f,f
575,46,2884,2863,847,3.5825966,-76.4882121,3.582631,-76.4882138,0,8517535,2020-07-24 15:50:24,2020-07-24 15:51:21,,,SI,2020-07-24 15:50:24,2020-07-24 15:51:21,t,f,f
576,21,2654,2633,847,4.1458649,-73.6331795,4.1457769,-73.6331133,0,8201583,2020-07-24 15:59:17,2020-07-24 15:59:40,cliente nos programa pago de factura pendiente el día miércoles,,SI,2020-07-24 15:59:17,2020-07-24 15:59:40,f,t,f
571,38,2191,2167,847,4.1336559,-73.6346723,4.1312464,-73.637248,0,8201720,2020-07-24 15:37:41,2020-07-24 16:01:28,,,SI,2020-07-24 15:37:41,2020-07-24 16:01:28,t,f,f
570,34,2740,2719,847,3.3923929,-76.5458852,3.4046298,-76.5438328,0,8523643,2020-07-24 15:34:13,2020-07-24 16:06:55,,,SI,2020-07-24 15:34:13,2020-07-24 16:06:55,t,f,f
577,21,743,715,847,4.1426409,-73.6384994,4.1426914,-73.6385197,0,8202166,2020-07-24 16:10:30,2020-07-24 16:11:41,se visita cliente para que nos abone a factura pendiente,,SI,2020-07-24 16:10:30,2020-07-24 16:11:41,f,t,f
579,34,2823,2802,847,3.4418738,-76.5295743,3.4418738,-76.5295743,0,8521907,2020-07-24 16:31:47,2020-07-24 16:31:50,,,SI,2020-07-24 16:31:47,2020-07-24 16:31:50,t,t,f
581,34,341,309,847,3.4414017,-76.5326569,3.4414017,-76.5326569,0,8522249,2020-07-24 16:37:56,2020-07-24 16:38:01,,,SI,2020-07-24 16:37:56,2020-07-24 16:38:01,t,f,f
578,46,15,7940,847,3.5825244,-76.4882627,3.5825033,-76.4882631,0,8517541,2020-07-24 16:20:30,2020-07-24 16:44:18,,,SI,2020-07-24 16:20:30,2020-07-24 16:44:18,t,f,f
583,34,2776,2755,847,3.4437111,-76.521749,3.443682,-76.5217574,0,8521041,2020-07-24 16:54:51,2020-07-24 16:59:02,,,SI,2020-07-24 16:54:51,2020-07-24 16:59:02,t,f,f
580,21,2113,2088,847,4.1336801,-73.6179516,4.1336056,-73.6179958,0,8199864,2020-07-24 16:35:16,2020-07-24 17:10:14,cliente nos hace transferencia de factura pendiente,,SI,2020-07-24 16:35:16,2020-07-24 17:10:14,t,t,f
584,34,2773,2752,847,3.4408124,-76.5012446,3.4407903,-76.5012528,0,8518758,2020-07-24 17:11:18,2020-07-24 17:11:21,,,SI,2020-07-24 17:11:18,2020-07-24 17:11:21,t,f,f
585,21,969,941,847,4.1327212,-73.6099181,4.132564,-73.6101666,0,8198970,2020-07-24 17:41:07,2020-07-24 17:41:52,cliente nos cancela saldo de factura pendiente,,SI,2020-07-24 17:41:07,2020-07-24 17:41:52,f,t,f
582,46,15,7940,847,3.5825175,-76.4882636,3.5825161,-76.4882642,0,8517541,2020-07-24 16:44:33,2020-07-24 17:57:56,,,SI,2020-07-24 16:44:33,2020-07-24 17:57:56,t,f,f
587,38,2058,2033,847,4.0979059,-73.6502797,4.0979059,-73.6502797,0,8203371,2020-07-25 08:28:00,2020-07-25 08:39:33,,,SI,2020-07-25 08:28:00,2020-07-25 08:39:33,t,f,f
586,21,1836,1811,847,4.1453993,-73.5867338,4.145385,-73.5866967,0,8196426,2020-07-25 08:24:28,2020-07-25 08:56:09,se vende producto KIXX,,SI,2020-07-25 08:24:28,2020-07-25 08:56:09,t,f,f
590,21,1692,1665,847,4.1453833,-73.5866783,,,0,8196420,2020-07-25 09:52:05,,,,NO,2020-07-25 09:52:05,2020-07-25 09:52:05,t,f,f
591,21,1692,1665,847,4.1453833,-73.5866783,4.1453633,-73.5866883,0,8196420,2020-07-25 09:52:07,2020-07-25 09:56:37,se vende producto KIXX,,SI,2020-07-25 09:52:07,2020-07-25 09:56:37,t,f,f
589,46,3096,3076,847,3.4481882,-76.5040043,3.4707229,-76.5205653,0,8519076,2020-07-25 09:29:52,2020-07-25 09:57:25,,,SI,2020-07-25 09:29:52,2020-07-25 09:57:25,t,f,f
592,46,2884,2863,847,3.4709689,-76.520459,,,0,8520940,2020-07-25 09:57:42,,,,NO,2020-07-25 09:57:42,2020-07-25 09:57:42,t,f,f
588,38,2191,2167,847,4.0978747,-73.6502703,4.1290253,-73.6377944,0,8203370,2020-07-25 08:39:52,2020-07-25 11:32:22,,,SI,2020-07-25 08:39:52,2020-07-25 11:32:22,t,f,f
593,38,39,23,847,4.1290286,-73.6377887,4.1290182,-73.6377991,0,8202056,2020-07-25 11:32:34,2020-07-25 11:33:04,,,SI,2020-07-25 11:32:34,2020-07-25 11:33:04,t,f,f
594,38,39,23,847,4.1290291,-73.637794,,,0,8202056,2020-07-25 11:33:12,,,,NO,2020-07-25 11:33:12,2020-07-25 11:33:12,t,f,f
595,21,2501,2479,847,4.1449039,-73.6282891,4.1448967,-73.6282667,0,8201037,2020-07-25 12:25:03,2020-07-25 12:33:26,la señora Yuri nos programa pago para la próxima semana,,SI,2020-07-25 12:25:03,2020-07-25 12:33:26,f,t,f
603,38,1054,1026,847,4.0978866,-73.6502727,4.0979139,-73.6502846,0,8203370,2020-07-27 08:08:26,2020-07-27 09:01:37,,,SI,2020-07-27 08:08:26,2020-07-27 09:01:37,t,f,f
596,21,969,941,847,4.14544,-73.586705,4.1454618,-73.5866896,0,8196423,2020-07-25 16:19:20,2020-07-25 16:34:49,,,SI,2020-07-25 16:19:20,2020-07-25 16:34:49,t,f,f
597,21,969,941,847,4.1454407,-73.5867187,,,0,8196424,2020-07-25 16:35:03,,,,NO,2020-07-25 16:35:03,2020-07-25 16:35:03,t,f,f
599,38,1600,1573,847,0,0,0,0,0,0,2020-07-27 07:18:56,2020-07-27 07:20:19,,,SI,2020-07-27 07:18:56,2020-07-27 07:20:19,t,f,f
600,38,987,959,847,0,0,,,0,0,2020-07-27 07:20:40,,,,NO,2020-07-27 07:20:40,2020-07-27 07:20:40,t,f,f
601,38,1600,1573,847,4.0979048,-73.6502754,4.0978936,-73.6502803,0,8203371,2020-07-27 07:36:04,2020-07-27 07:40:47,,,SI,2020-07-27 07:36:04,2020-07-27 07:40:47,t,f,f
602,38,1054,1026,847,4.0979074,-73.6502904,4.0979196,-73.6502804,0,8203372,2020-07-27 08:01:07,2020-07-27 08:07:57,,,SI,2020-07-27 08:01:07,2020-07-27 08:07:57,t,f,f
604,46,319,287,847,3.4439255,-76.4928744,3.4439255,-76.4928744,0,8517833,2020-07-27 08:16:14,2020-07-27 08:16:18,,,SI,2020-07-27 08:16:14,2020-07-27 08:16:18,t,f,f
605,46,2884,2863,847,3.443907,-76.4928832,3.4438984,-76.4928816,0,8517834,2020-07-27 08:21:22,2020-07-27 08:22:23,,,SI,2020-07-27 08:21:22,2020-07-27 08:22:23,t,f,f
598,21,969,941,847,4.1454407,-73.5867187,4.1453583,-73.586715,0,8196424,2020-07-25 16:35:07,2020-07-27 08:27:39,,,SI,2020-07-25 16:35:07,2020-07-27 08:27:39,t,f,f
606,21,3185,3165,847,4.1453583,-73.586715,4.1454017,-73.5866917,0,8196424,2020-07-27 08:27:50,2020-07-27 08:28:50,,,SI,2020-07-27 08:27:50,2020-07-27 08:28:50,t,f,f
607,21,22,12,847,4.1453833,-73.5866717,4.1453833,-73.5866717,0,8196419,2020-07-27 08:30:00,2020-07-27 08:30:49,,,SI,2020-07-27 08:30:00,2020-07-27 08:30:49,t,f,f
608,38,2058,2033,847,4.0979116,-73.650288,4.0979062,-73.6502653,0,8203372,2020-07-27 09:01:53,2020-07-27 09:53:56,,,SI,2020-07-27 09:01:53,2020-07-27 09:53:56,t,f,f
610,38,39,23,847,4.0978714,-73.6502694,,,0,8203370,2020-07-27 10:06:52,,,,NO,2020-07-27 10:06:52,2020-07-27 10:06:52,t,f,f
611,40,3274,3259,847,5.5206179,-73.3650496,5.5207186,-73.3648861,0,8175572,2020-07-27 10:08:08,2020-07-27 10:08:28,,,SI,2020-07-27 10:08:08,2020-07-27 10:08:28,f,f,t
612,123,2520,2498,847,0,0,0,0,0,0,2020-07-27 10:20:47,2020-07-27 10:28:54,,,SI,2020-07-27 10:20:47,2020-07-27 10:28:54,t,f,f
613,123,2520,7937,847,0,0,0,0,0,0,2020-07-27 10:29:07,2020-07-27 10:29:30,,,SI,2020-07-27 10:29:07,2020-07-27 10:29:30,t,f,f
614,40,41,24,847,5.5208783,-73.3648117,5.520866,-73.3648468,0,8175546,2020-07-27 10:36:23,2020-07-27 10:46:40,,,SI,2020-07-27 10:36:23,2020-07-27 10:46:40,t,f,f
617,21,1413,1385,847,4.1465724,-73.6304721,4.1381117,-73.634395,0,8201284,2020-07-27 10:55:14,2020-07-27 11:06:20,cliente nos cancela factura pendiente,,SI,2020-07-27 10:55:14,2020-07-27 11:06:20,f,t,f
618,21,2736,2715,847,4.1380156,-73.6343103,4.1380339,-73.6342874,0,8201690,2020-07-27 11:14:37,2020-07-27 11:14:50,cliente nos cancela factura pendiente,,SI,2020-07-27 11:14:37,2020-07-27 11:14:50,f,t,f
615,40,41,24,847,5.5209107,-73.3648991,5.5208673,-73.3648046,0,8175556,2020-07-27 10:46:50,2020-07-27 11:18:46,,,SI,2020-07-27 10:46:50,2020-07-27 11:18:46,t,f,f
609,46,2884,2863,847,3.4442426,-76.5012237,3.4960469,-76.5087288,0,8518761,2020-07-27 09:38:29,2020-07-27 11:28:49,,,SI,2020-07-27 09:38:29,2020-07-27 11:28:49,t,f,f
616,38,2058,2033,847,4.0979198,-73.6502895,4.0979145,-73.6502844,0,8203372,2020-07-27 10:49:23,2020-07-27 11:30:32,,,SI,2020-07-27 10:49:23,2020-07-27 11:30:32,t,f,f
620,46,7777,7998,847,3.4960458,-76.5087093,3.4960459,-76.5087297,0,8519674,2020-07-27 11:31:06,2020-07-27 11:41:32,,,SI,2020-07-27 11:31:06,2020-07-27 11:41:32,t,f,f
622,21,1871,1846,847,4.1358373,-73.6313311,4.1357683,-73.631435,0,8201354,2020-07-27 11:42:23,2020-07-27 11:55:36,se vende producto VELKO y KIXX,,SI,2020-07-27 11:42:23,2020-07-27 11:55:36,t,f,f
623,21,22,12,847,4.1295551,-73.6227037,4.1306745,-73.6203456,0,8200382,2020-07-27 12:04:04,2020-07-27 12:06:09,,,SI,2020-07-27 12:04:04,2020-07-27 12:06:09,t,f,f
624,46,3096,3076,847,3.5824816,-76.4882329,3.5826028,-76.4882383,0,8517537,2020-07-27 12:17:14,2020-07-27 12:26:15,,,SI,2020-07-27 12:17:14,2020-07-27 12:26:15,t,f,f
621,38,1744,1718,847,4.0978696,-73.6502656,4.0978994,-73.6502983,0,8203369,2020-07-27 11:35:43,2020-07-27 12:27:27,,,SI,2020-07-27 11:35:43,2020-07-27 12:27:27,t,f,f
625,46,15,7940,847,3.5824981,-76.4882425,3.5878714,-76.4872144,0,8517539,2020-07-27 12:26:31,2020-07-27 13:12:09,,,SI,2020-07-27 12:26:31,2020-07-27 13:12:09,t,f,f
626,38,1948,1923,847,4.0979013,-73.6502808,4.0979019,-73.650273,0,8203371,2020-07-27 12:27:41,2020-07-27 13:25:33,,,SI,2020-07-27 12:27:41,2020-07-27 13:25:33,t,f,f
627,38,1054,1026,847,4.0978752,-73.6502784,4.0979152,-73.6502816,0,8203371,2020-07-27 13:25:47,2020-07-27 14:03:19,,,SI,2020-07-27 13:25:47,2020-07-27 14:03:19,t,f,f
619,40,41,24,847,5.5208853,-73.364826,5.5231117,-73.3628617,0,8175548,2020-07-27 11:18:53,2020-07-27 14:29:11,,,SI,2020-07-27 11:18:53,2020-07-27 14:29:11,t,f,f
628,21,1920,1895,847,4.1464551,-73.6310459,4.1463567,-73.6310711,0,8201347,2020-07-27 14:05:54,2020-07-27 14:30:53,el señor Iván va a revisar inventario pasar el día viernes,,SI,2020-07-27 14:05:54,2020-07-27 14:30:53,t,f,f
629,40,1019,991,847,5.52316,-73.3627817,5.5229433,-73.3628683,0,8175329,2020-07-27 14:29:26,2020-07-27 14:40:35,,,SI,2020-07-27 14:29:26,2020-07-27 14:40:35,t,f,f
632,34,3294,3279,847,3.4429284,-76.5202032,3.4429284,-76.5202032,0,8520868,2020-07-27 15:06:42,2020-07-27 15:06:47,,,SI,2020-07-27 15:06:42,2020-07-27 15:06:47,t,f,f
634,38,1701,1674,847,4.0993216,-73.6462065,4.0993472,-73.6462003,0,8202922,2020-07-27 15:26:28,2020-07-27 15:27:23,,,SI,2020-07-27 15:26:28,2020-07-27 15:27:23,t,f,f
635,34,159,130,847,3.4426833,-76.521375,3.4426775,-76.5213822,0,8520998,2020-07-27 15:34:40,2020-07-27 15:34:43,,,SI,2020-07-27 15:34:40,2020-07-27 15:34:43,t,f,f
630,21,2688,2667,847,4.1468808,-73.6317889,4.1468583,-73.6317417,0,8201431,2020-07-27 14:38:14,2020-07-27 15:37:02,se vende producto ACDelco,,SI,2020-07-27 14:38:14,2020-07-27 15:37:02,t,f,f
631,40,1019,991,847,5.5229909,-73.3629913,5.5197937,-73.3672645,0,8175351,2020-07-27 14:40:44,2020-07-27 16:26:16,,,SI,2020-07-27 14:40:44,2020-07-27 16:26:16,f,t,f
638,40,1820,3320,847,5.5197866,-73.3672533,5.5197633,-73.3672383,0,8175813,2020-07-27 16:26:46,2020-07-27 16:29:06,,,SI,2020-07-27 16:26:46,2020-07-27 16:29:06,t,f,f
640,21,2262,2238,847,4.1328306,-73.609525,4.1327895,-73.609455,0,8198927,2020-07-27 16:42:15,2020-07-27 16:47:41,cliente abona a cartera pendiente,,SI,2020-07-27 16:42:15,2020-07-27 16:47:41,f,t,f
641,21,1897,1872,847,4.1314923,-73.6046346,4.1314567,-73.60465,0,8198381,2020-07-27 17:17:22,2020-07-27 17:18:14,cliente me dice que nos programa abono para la próxima semana,,SI,2020-07-27 17:17:22,2020-07-27 17:18:14,t,f,f
637,38,39,23,847,4.0979093,-73.650267,4.0979095,-73.6502906,0,8203370,2020-07-27 16:23:26,2020-07-27 17:36:03,,,SI,2020-07-27 16:23:26,2020-07-27 17:36:03,t,f,f
642,38,666,637,847,4.0979042,-73.6502752,4.0979042,-73.6502752,0,8203371,2020-07-27 17:36:16,2020-07-27 17:55:29,,,SI,2020-07-27 17:36:16,2020-07-27 17:55:29,t,f,f
643,38,2191,2167,847,4.0978879,-73.6502752,4.0978879,-73.6502752,0,8203371,2020-07-27 17:55:45,2020-07-27 17:57:30,,,SI,2020-07-27 17:55:45,2020-07-27 17:57:30,t,f,f
644,123,3243,3227,847,0,0,0,0,0,0,2020-07-27 17:57:29,2020-07-27 17:58:26,,,SI,2020-07-27 17:57:29,2020-07-27 17:58:26,t,f,f
645,38,2191,2167,847,4.0979113,-73.6502948,4.0979113,-73.6502948,0,8203373,2020-07-27 17:57:42,2020-07-27 17:58:41,,,SI,2020-07-27 17:57:42,2020-07-27 17:58:41,t,f,f
647,38,2016,1990,847,0,0,,,0,0,2020-07-27 18:00:53,,,,NO,2020-07-27 18:00:53,2020-07-27 18:00:53,t,f,f
